"documents","link","keywords"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67730/thematic-study-stat-capacity.pdf","https://www.gov.uk/government/publications/thematic-study-of-support-to-statistical-capacity-building","evaluation, interview, contribution analysis, impact, performance, survey, cost effectiveness analysis"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67731/cambodia-evaluation-sum.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-s-country-programme-cambodia-summary","evaluation, impact, interview, monitoring, performance, survey, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67732/afghan-eval-summary.pdf","https://www.gov.uk/government/publications/country-programme-evaluation-afghanistan-summary-evsum-696","evaluation, impact, interview, monitoring, survey, performance, deliberative, case study, cost benefit analysis"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67733/cambodia-evaluation.pdf","https://www.gov.uk/government/publications/evaluation-of-dfids-country-programme-cambodia","evaluation, monitoring, survey, interview, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67734/afghan_eval.pdf","https://www.gov.uk/government/publications/country-programme-evaluation-afghanistan-ev-696","evaluation, monitoring, impact, interview, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/329291/working-paper6.pdf","https://www.gov.uk/government/publications/evaluating-the-announcement-of-back-dated-anti-avoidance-legislation","evaluation, monitoring, impact, interview, performance, survey, contribution analysis"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67735/cnty-pgm-eval-et-apr09.pdf","https://www.gov.uk/government/publications/country-programme-evaluation-ethiopia-ev697","evaluation, impact, contribution analysis, interview, survey, monitoring, performance, experimental, quasi experimental, bayesian updating, theory based, case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67736/evsum-cnty-pgm-eval-et-apr09.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-s-country-programmes-ethiopia-2003-2008-evsum-ev697","evaluation, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/291109/scho0109bpgi-e-e.pdf","https://www.gov.uk/government/publications/economic-evaluation-of-inland-fisheries","evaluation, impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/291114/sw2-039-pr-1-e-e.pdf","https://www.gov.uk/government/publications/economic-evaluation-of-inland-fisheries",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/291117/scho1207bnnw-e-e.pdf","https://www.gov.uk/government/publications/economic-evaluation-of-inland-fisheries","evaluation, impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/291119/scho1207bnnv-e-e.pdf","https://www.gov.uk/government/publications/economic-evaluation-of-inland-fisheries",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/290994/scho0808bomj-e-e.pdf","https://www.gov.uk/government/publications/evaluation-options-for-sea-trout-and-brown-trout-biological-reference-points","impact, performance, survey, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67739/voice-accountability-synthesis.pdf","https://www.gov.uk/government/publications/joint-evaluation-of-citizens-voice-and-accountability-ev-692","performance, impact, survey, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/291640/scho0908boqy-e-e.pdf","https://www.gov.uk/government/publications/evaluating-climatic-effects-on-aquatic-invertebrates-in-southern-english-rivers",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/291641/scho0908boqz-e-e.pdf","https://www.gov.uk/government/publications/evaluating-climatic-effects-on-aquatic-invertebrates-in-southern-english-rivers","evaluation, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/291642/scho1209brjt-e-e.pdf","https://www.gov.uk/government/publications/evaluating-climatic-effects-on-aquatic-invertebrates-in-southern-english-rivers","evaluation, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/291643/scho1209brju-e-e.pdf","https://www.gov.uk/government/publications/evaluating-climatic-effects-on-aquatic-invertebrates-in-southern-english-rivers",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/339271/SACN_Narrative_Synthesis_Dietary_Fibre.pdf","https://www.gov.uk/government/publications/sacn-narrative-synthesis-of-dietary-fibre-components","evaluation, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67742/ev694s.pdf","https://www.gov.uk/government/publications/synthesis-of-regional-programme-evaluations-2007-2008-summary-ev694s",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67743/ev693s.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-s-regional-programmes-western-balkans-2003-2007-summary-ev693s","performance, impact, monitoring, evaluation, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67744/ev693.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-s-regional-programmes-western-balkans-2003-2007-ev693","performance, impact, monitoring, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67745/ev694.pdf","https://www.gov.uk/government/publications/synthesis-of-regional-programme-evaluations-2007-2008-ev694",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/340105/HPA-RPD-045_for_website.pdf","https://www.gov.uk/government/publications/whole-body-monitoring-a-high-resolution-radionuclide-identifier","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67746/ev690s.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-country-programmes-sierra-leone-summary-ev690s",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67747/ev690.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-country-programmes-sierra-leone","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/291678/scho0908bomx-e-e.pdf","https://www.gov.uk/government/publications/design-and-operation-of-a-uk-soil-monitoring-network",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67749/ev691.pdf","https://www.gov.uk/government/publications/evaluation-of-the-paris-declaration-dfid-donor-hq-case-study-ev691","performance, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67751/Paris-Dec-Statistical-Capacity-Building.pdf","https://www.gov.uk/government/publications/evaluation-of-the-implementation-of-the-paris-declaration-thematic-study-international-support-to-statistical-capacity-building-synthesis-report","impact, evaluation, monitoring, survey, performance, rct"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67752/ev688.pdf","https://www.gov.uk/government/publications/citizens-voice-and-accountability-evaluation-mozambique-country-case-study-final-report-ev688","simulation, performance, impact, case study, realist, monitoring, evaluation, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67753/Paris-Dec-Synthesis-Report.pdf","https://www.gov.uk/government/publications/evaluation-of-the-implementation-of-the-paris-declaration-phase-one-synthesis-report","simulation, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/356968/Zambia-Country-Progr-evsum689.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-country-programmes-zambia-summary-ev689s","performance, impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67756/ev689.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-country-programmes-zambia-ev689","performance, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/257231/yorkreview.pdf","https://www.gov.uk/government/publications/labour-shortages-skill-shortages-and-skill-gaps","impact, rct, evaluation, performance, monitoring, experimental, systematic review, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67758/ev687s.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-country-programmes-pakistan-2002-2007-summary-ev687s","impact, evaluation, performance, monitoring, case study, experimental, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67759/ev687.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-country-programmes-country-study-pakistan-report-ev687","performance, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/329278/direct-tax-gaps.pdf","https://www.gov.uk/government/publications/tax-gap-analysis-for-direct-taxes-2008",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67763/ev686s.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-country-programmes-central-asia-south-caucasus-and-moldova-region-2002-2007-summary-ev686s",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67764/ev686.pdf","https://www.gov.uk/government/publications/dfid-regional-programme-evaluation-central-asia-south-caucasus-and-moldova-ev686",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/662018/Safety_Flyer_-_transporting_fumigated_cargoes.pdf","https://www.gov.uk/government/publications/safety-lessons-transporting-fumigated-cargo",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67766/ev683.pdf","https://www.gov.uk/government/publications/dfid-country-programme-evaluations-synthesis-of-2006-2007-evaluations-ev683","performance, impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67768/ev679.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-country-programmes-country-study-nepal-report-ev679","performance, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67769/ev681-summary.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-country-programmes-west-bengal-2000-2006-summary-681","survey, performance, impact, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67770/ev681.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-country-programmes-country-study-west-bengal-india-2000-2006","performance, survey, impact, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67772/ev680-summary.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-country-programmes-indonesia-2000-2006-summary-ev680",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67773/ev680.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-country-programmes-country-study-indonesia-final-report-ev680","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67774/citizen-voice-accountability.pdf","https://www.gov.uk/government/publications/evaluation-of-citizens-voice-and-accountability-review-of-the-literature-and-donor-approaches-report",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/356953/Russia-Country-Prog-EVSUM677.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-s-country-programmes-russia-2001-to-2005-summary-ev677","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/325176/FAWC_report_on_stockmanship_and_farm_animal_welfare.pdf","https://www.gov.uk/government/publications/fawc-report-on-stockmanship-and-farm-animal-welfare",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/606032/0607_PaulNewton_Evaluating_Assessment_Systems1.pdf","https://www.gov.uk/government/publications/validity-and-validation-research","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/606034/2014-02-11-validation-framework-for-work-based-observational-assessment-in-vq.pdf","https://www.gov.uk/government/publications/validity-and-validation-research",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/606033/2014-02-11-validation-of-vocational-qualifications-final-report.pdf","https://www.gov.uk/government/publications/validity-and-validation-research","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67776/ev677.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-country-programmes-country-study-russia-2001-2005-ev677","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67778/ev673.pdf","https://www.gov.uk/government/publications/country-programme-evaluation-vietnam","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67779/exec-summary.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-final-report-ev676","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67780/table-contents.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-final-report-ev676","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67781/chapter-1-2.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-final-report-ev676","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67782/chapter-3.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-final-report-ev676","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67783/chapter-4.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-final-report-ev676","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67784/annex5.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-final-report-ev676","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67785/chapter-6.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-final-report-ev676","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67786/chapter-7.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-final-report-ev676","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67787/chapter-8.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-final-report-ev676","survey, impact, monitoring, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67788/chapter-9.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-final-report-ev676","impact, evaluation, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67789/chapter-10.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-final-report-ev676",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67790/chapter-11.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-final-report-ev676",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67791/chapter-12.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-final-report-ev676","impact, evaluation, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67792/chapter-13-14.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-final-report-ev676","performance, impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67793/references.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-final-report-ev676","performance, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67794/annex1.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-final-report-ev676","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67795/annex2.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-final-report-ev676",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67796/annex3.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-final-report-ev676",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67797/annex4.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-final-report-ev676",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/266941/annex5-1.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-final-report-ev676",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67799/annex6.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-final-report-ev676","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67800/annex7.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-final-report-ev676","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67801/annex8-9.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-final-report-ev676","performance, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67803/ev678-summary.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-s-programme-in-the-caribbean-2000-2005-summary-ev678","performance, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67805/ev679-summary.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-country-programmes-nepal-summary-2001-2006-ev679","performance, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/356975/Caribbean-Regional-Prog-EVREP678.pdf","https://www.gov.uk/government/publications/caribbean-regional-programme-evaluation-rpe-ev678","impact, performance, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67807/sjr.pdf","https://www.gov.uk/government/publications/security-and-justice-sector-reform-programming-in-africa-evaluation-working-paper-23-sjr","impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67809/ev672-summary.pdf","https://www.gov.uk/government/publications/dfid-s-2005-agriculture-policy-an-interim-evaluation-evsum-672","impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67811/hivaids-indicators-approaches.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-measuring-success-indicators-and-approaches-evaluation-working-paper-20-wp20","performance, survey, impact, interview, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/291536/scho0307bmhg-e-e.pdf","https://www.gov.uk/government/publications/review-of-lake-benthic-macro-invertebrate-sampling-methods-and-strategy-for-the-water-framework-directive","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/291538/scho0307bmhh-e-e.pdf","https://www.gov.uk/government/publications/review-of-lake-benthic-macro-invertebrate-sampling-methods-and-strategy-for-the-water-framework-directive",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/309858/ex-ante-evaluation.pdf","https://www.gov.uk/government/publications/evaluation-of-the-draft-esf-operational-programme-2007-to-2013",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/356940/Kenya-Country-Prog-EVSUM674.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-country-programmes-kenya-2000-2006-ev-s674",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67813/ev674.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-country-programmes-country-study-kenya-ev674","performance, survey, interview, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/291074/scho0207bmax-e-e.pdf","https://www.gov.uk/government/publications/assessment-of-anti-oestrogenic-and-anti-androgenic-activities-of-final-effluents-from-sewage-treatment-works",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/291075/scho0207bmay-e-e.pdf","https://www.gov.uk/government/publications/assessment-of-anti-oestrogenic-and-anti-androgenic-activities-of-final-effluents-from-sewage-treatment-works","performance, survey, interview, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67814/wp22-social-exclusion.pdf","https://www.gov.uk/government/publications/evaluating-dfid-s-policy-on-tackling-social-exclusion-baseline-framework-and-indicators",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67819/ev670.pdf","https://www.gov.uk/government/publications/an-evaluation-of-dfid-s-india-programme-2000-2005-ev670","performance, survey, interview, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67821/ev669.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-s-policy-and-practice-in-support-of-gender-equality-and-womens-empowerment-ev669",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67822/ev670-summary.pdf","https://www.gov.uk/government/publications/an-evaluation-of-dfid-s-india-programme-2000-2005-summary-evsum-ev670","performance, survey, interview, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67823/ev669-volumeiii.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-s-policy-and-practice-ev669",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67824/ev669-summary-report.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-s-policy-and-practice-in-support-of-gender-equality-and-women-s-empowerment-ev669","performance, survey, interview, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67825/ev669-volumeii.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-s-policy-and-practice-in-support-of-gender-equality-and-womens-empowerment-vol-2",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67826/hivaids-indicators-approaches-annexes.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-measuring-success-indicators-and-approaches-for-the-final-evaluation","performance, survey, interview, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67827/ev667.pdf","https://www.gov.uk/government/publications/developing-capacity-an-evaluation-of-dfid-funded-technical-co-operation-for-economic-management-in-sub-saharan-africa-synthesis-report","performance, survey, interview, monitoring, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67828/wp18-_20HIV-study.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-wp18-hiv-study","performance, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67829/ev666.pdf","https://www.gov.uk/government/publications/interim-evaluation-of-taking-action-the-uk-government-s-strategy-for-tackling-hiv-and-aids-in-the-developing-world-inception-report-ev666",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67830/gbs-rwanda.pdf","https://www.gov.uk/government/publications/evaluation-of-general-budget-support-rwanda-country-report-gbs-rwanda","performance, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67831/gbs-synthesis-report.pdf","https://www.gov.uk/government/publications/evaluation-of-general-budget-support-synthesis-report",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67832/gbs-uganda.pdf","https://www.gov.uk/government/publications/evaluation-of-general-budget-support-uganda-country-report-gbs-uganda","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67833/gbs-burkina-faso.pdf","https://www.gov.uk/government/publications/evaluation-of-general-budget-support-burkina-faso-country-report-gbs-burkina-faso",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67834/ev665-summary.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-country-programmes-bangladesh-2000-2005-ev665-summary","interview, simulation, performance, impact, experimental, rct, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67835/ev665.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-country-programmes-country-study-bangladesh-2000-2005-ev665","interview, simulation, performance, impact, experimental, rct"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67836/gbs-nicaragua.pdf","https://www.gov.uk/government/publications/evaluation-of-general-budget-support-nicaragua-country-report-gbs-nicaragua","impact, evaluation, experimental, survey, monitoring, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67837/gbs-mozambique.pdf","https://www.gov.uk/government/publications/evaluation-of-general-budget-support-mozambique-country-report-gbs-mozambique","survey, experimental, impact, monitoring, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67838/gbs-malawi.pdf","https://www.gov.uk/government/publications/evaluation-of-general-budget-support-malawi-country-report-gbs-malawi",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67839/ev661.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-country-programmes-country-study-malawi-2000-2005-ev661",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67840/ev661-summary.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-country-programmes-malawi-2000-2005-ev661-summary","monitoring, performance, evaluation, impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67845/ev660-summary.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-country-programmes-country-study-rwanda-2000-2005-summary-ev660-summary","evaluation, performance, impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/67846/ev660.pdf","https://www.gov.uk/government/publications/evaluation-of-dfid-country-programmes-country-study-rwanda-2000-2005-ev660","evaluation, impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/214326/hwwb-is-work-good-for-you.pdf","https://www.gov.uk/government/publications/is-work-good-for-your-health-and-well-being","evaluation, survey, monitoring, impact, case study, interview, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/209510/hwwb-is-work-good-for-you-exec-summ.pdf","https://www.gov.uk/government/publications/is-work-good-for-your-health-and-well-being","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/290446/scho0106bkes-e-e.pdf","https://www.gov.uk/government/publications/historical-comparison-between-the-met-office-surface-exchange-scheme-probability-distributed-model-mosespdm-and-the-met-office-rainfall-and-evapora","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/340206/HpaRpd008.pdf","https://www.gov.uk/government/publications/radiofrequency-radiation-personal-dosimetry",NA
