"link","updated","title","summary"
"https://www.gov.uk/government/publications/impact-assessment-opinion-exemption-from-health-and-safety-law-those-self-employed-whose-work-activities-pose-no-potential-risk-of-harm-to-others","2013-12-11T00:00:00Z","Impact assessment opinion: exemption from health and safety law those self-employed whose work activities pose no potential risk of harm to others","<mark>Evaluation</mark> of the HSE impact assessment for the exemption from health and safety law those self-employed whose work activities pose no potential risk of harm to others"
"https://www.gov.uk/government/publications/impact-assessment-opinion-joining-the-hague-agreement-on-designs","2013-12-11T00:00:00Z","Impact assessment opinion: joining the Hague agreement on designs","<mark>Evaluation</mark> of the BIS impact assessment for joining the Hague agreement on designs"
"https://www.gov.uk/government/publications/impact-assessment-opinion-waste-electrical-and-electronic-equipment-weee-system-consultation-stage","2013-12-11T00:00:00Z","Impact assessment opinion: waste electrical and electronic equipment (WEEE) system (consultation stage)","<mark>Evaluation</mark> of the BIS impact assessment for waste electrical and electronic equipment (WEEE) system (consultation stage)"
"https://www.gov.uk/government/publications/impact-assessment-opinion-recast-directive-201219eu-on-waste-electrical-and-electronic-equipment-weee-consultation-stage","2013-12-11T00:00:00Z","Impact assessment opinion: recast Directive 2012/19/EU on waste electrical and electronic equipment (WEEE) (consultation stage)","<mark>Evaluation</mark> of the BIS impact assessment for the recast Directive 2012&#x2F;19&#x2F;EU on waste electrical and electronic equipment (WEEE) (consultation stage)"
"https://www.gov.uk/government/publications/impact-assessment-opinion-inspection-of-documents","2013-12-11T00:00:00Z","Impact assessment opinion: inspection of documents","<mark>Evaluation</mark> of the BIS impact assessment for the inspection of documents"
"https://www.gov.uk/government/publications/impact-assessment-opinion-amendment-of-design-ownership-provisions","2013-12-11T00:00:00Z","Impact assessment opinion: amendment of design ownership provisions","<mark>Evaluation</mark> of the BIS impact assessment for the amendment of design ownership provisions"
"https://www.gov.uk/government/publications/impact-assessment-opinion-revision-of-scope-of-design-protection","2013-12-11T00:00:00Z","Impact assessment opinion: revision of scope of design protection","<mark>Evaluation</mark> of the BIS impact assessment for the revision of scope of design protection"
"https://www.gov.uk/government/publications/impact-assessment-opinion-amending-the-appeal-route-for-design-decisions-of-the-intellectual-property-office","2013-12-11T00:00:00Z","Impact assessment opinion: amending the appeal route for design decisions of the Intellectual Property Office","<mark>Evaluation</mark> of the BIS impact assessment for amending the appeal route for design decisions of the Intellectual Property Office"
"https://www.gov.uk/government/publications/impact-assessment-opinion-loss-allocation-rules-for-central-counterparties","2013-12-11T00:00:00Z","Impact assessment opinion: loss allocation rules for central counterparties","<mark>Evaluation</mark> of the HM Treasury impact assessment for loss allocation rules for central counterparties"
"https://www.gov.uk/government/publications/impact-assessment-opinion-implementation-of-the-eu-consumer-rights-directive","2013-12-11T00:00:00Z","Impact assessment opinion: implementation of the EU Consumer Rights Directive","<mark>Evaluation</mark> of the BIS impact assessment for the implementation of the EU Consumer Rights Directive"
"https://www.gov.uk/government/publications/impact-assessment-opinion-health-protection-ships-and-aircraft-regulations","2013-12-11T00:00:00Z","Impact assessment opinion: Health Protection (Ships and Aircraft) Regulations","<mark>Evaluation</mark> of the DH impact assessment for the Health Protection (Ships and Aircraft) Regulations"
"https://www.gov.uk/government/publications/impact-assessment-opinion-alternative-investors-fund-managers-directive-final-stage","2013-12-11T00:00:00Z","Impact assessment opinion: Alternative Investors Fund Managers Directive (final stage)","<mark>Evaluation</mark> of the HM Treasury impact assessment for Alternative Investors Fund Managers Directive (final stage)"
"https://www.gov.uk/government/publications/impact-assessment-opinion-consumer-bill-of-rights-supply-of-goods","2013-12-11T00:00:00Z","Impact assessment opinion: Consumer Bill of Rights: supply of goods","<mark>Evaluation</mark> of the BIS impact assessment for the Consumer Bill of Rights: supply of goods"
"https://www.gov.uk/government/publications/impact-assessment-opinion-veterinary-medicines-regulations-2013","2013-12-11T00:00:00Z","Impact assessment opinion: Veterinary Medicines Regulations 2013","<mark>Evaluation</mark> of the DEFRA impact assessment for the Veterinary Medicines Regulations 2013"
"https://www.gov.uk/government/publications/impact-assessment-opinion-improved-transparency-of-executive-remuneration-reporting","2013-12-11T00:00:00Z","Impact assessment opinion: improved transparency of executive remuneration reporting","<mark>Evaluation</mark> of the BIS impact assessment for improved transparency of executive remuneration reporting"
"https://www.gov.uk/government/publications/impact-assessment-opinion-free-flow-road-user-charging-at-the-dartford-thurrock-river-crossing","2013-12-11T00:00:00Z","Impact assessment opinion: 'Free-Flow' road user charging at the Dartford-Thurrock river crossing","<mark>Evaluation</mark> of the DfT impact assessment for &#x27;Free-Flow&#x27; road user charging at the Dartford-Thurrock river crossing"
"https://www.gov.uk/government/publications/impact-assessment-opinion-review-of-the-outer-space-act-1986","2013-12-11T00:00:00Z","Impact assessment opinion: review of the ""Outer Space Act (1986)""","<mark>Evaluation</mark> of the BIS impact assessment for the review of the &quot;Outer Space Act (1986)&quot;"
"https://www.gov.uk/government/publications/impact-assessment-opinion-strengthening-regulatory-objectives-and-oversight-of-insolvency-practitioners","2013-12-11T00:00:00Z","Impact assessment opinion: strengthening regulatory objectives and oversight of insolvency practitioners","<mark>Evaluation</mark> of the BIS impact assessment for strengthening regulatory objectives and oversight of insolvency practitioners"
"https://www.gov.uk/government/publications/impact-assessment-opinion-amending-comah-1999-to-align-the-thresholds-for-heavy-fuel-oil-with-those-of-petroleum-products","2013-12-11T00:00:00Z","Impact assessment opinion: amending COMAH 1999 to align the thresholds for heavy fuel oil with those of petroleum products","<mark>Evaluation</mark> of the HSE impact assessment for amending COMAH 1999 to align the thresholds for heavy fuel oil with those of petroleum products"
"https://www.gov.uk/government/publications/impact-assessment-opinion-updating-the-electricity-act-necessary-wayleaves-process-for-overhead-lines","2013-12-11T00:00:00Z","Impact assessment opinion: updating the Electricity Act ""necessary"" wayleaves process for overhead lines","<mark>Evaluation</mark> of the DECC impact assessment for updating the Electricity Act &quot;necessary&quot; wayleaves process for overhead lines"
"https://www.gov.uk/government/publications/impact-assessment-opinion-the-term-of-protection-of-copyright-and-certain-related-rights","2013-12-11T00:00:00Z","Impact assessment opinion: the term of protection of copyright and certain related rights","<mark>Evaluation</mark> of the BIS impact assessment for the term of protection of copyright and certain related rights"
"https://www.gov.uk/government/publications/impact-assessment-opinion-amendments-to-the-communications-act-2003-electronic-programme-guides","2013-12-11T00:00:00Z","Impact assessment opinion: amendments to the Communications Act 2003 (electronic programme guides)","<mark>Evaluation</mark> of the DCMS impact assessment for amendments to the Communications Act 2003 (electronic programme guides)"
"https://www.gov.uk/government/publications/impact-assessment-opinion-proposed-changes-to-part-l-of-the-building-regulations-2013","2013-12-11T00:00:00Z","Impact assessment opinion: proposed changes to part L of the Building Regulations 2013","<mark>Evaluation</mark> of the CLG impact assessment for proposed changes to part L of the Building Regulations 2013"
"https://www.gov.uk/government/publications/impact-assessment-opinion-improving-the-code-of-practice-for-victims-of-crime","2013-12-11T00:00:00Z","Impact assessment opinion: improving the code of practice for victims of crime","<mark>Evaluation</mark> of the MoJ impact assessment for improving the code of practice for victims of crime"
"https://www.gov.uk/government/publications/impact-assessment-opinion-allowable-solutions-in-support-of-zero-carbon-homes","2013-12-11T00:00:00Z","Impact assessment opinion: allowable solutions - in support of zero carbon homes","<mark>Evaluation</mark> of the CLG impact assessment for allowable solutions - in support of zero carbon homes"
"https://www.gov.uk/government/publications/impact-assessment-opinion-motor-fuel-composition-and-content-regulations-extension-of-petrol-protection-grade-requirement","2013-12-11T00:00:00Z","Impact assessment opinion: motor fuel composition and content regulations - extension of petrol protection grade requirement","<mark>Evaluation</mark> of the DfT impact assessment for motor fuel composition and content regulations - extension of petrol protection grade requirement"
"https://www.gov.uk/government/publications/impact-assessment-opinion-defence-reform-bill-part-3-reserve-forces","2013-12-11T00:00:00Z","Impact assessment opinion: Defence Reform Bill - Part 3  Reserve Forces","<mark>Evaluation</mark> of the MoD impact assessment for the Defence Reform Bill - Part 3  Reserve Forces"
"https://www.gov.uk/government/publications/impact-assessment-opinion-pensions-act-2011-transitional-and-consequential-provisions-regulations-2013","2013-12-11T00:00:00Z","Impact assessment opinion: Pensions Act 2011 (transitional and consequential provisions) Regulations 2013","<mark>Evaluation</mark> of the DWP impact assessment for the Pensions Act 2011 (transitional and consequential provisions) Regulations 2013"
"https://www.gov.uk/government/publications/impact-assessment-opinion-reform-of-judicial-review","2013-12-11T00:00:00Z","Impact assessment opinion: reform of Judicial Review","<mark>Evaluation</mark> of the MoJ impact assessment for the reform of Judicial Review"
"https://www.gov.uk/government/publications/impact-assessment-opinion-enabling-digital-by-default","2013-12-11T00:00:00Z","Impact assessment opinion: enabling digital by default","<mark>Evaluation</mark> of the MoJ impact assessment for enabling digital by default"
"https://www.gov.uk/government/publications/impact-assessment-opinion-gambling-act-2005-triennial-review-of-stake-and-prize-limits","2013-12-11T00:00:00Z","Impact assessment opinion: Gambling Act 2005 - triennial review of stake and prize limits","<mark>Evaluation</mark> of the DCMS impact assessment for the Gambling Act 2005 - triennial review of stake and prize limits"
"https://www.gov.uk/government/publications/impact-assessment-opinion-recast-directive-201219eu-on-waste-electrical-and-electronic-equipment-weee-final-stage","2013-12-11T00:00:00Z","Impact assessment opinion: recast Directive 2012/19/EU on waste electrical and electronic equipment (WEEE) (final stage)","<mark>Evaluation</mark> of the BIS impact assessment for the recast Directive 2012&#x2F;19&#x2F;EU on waste electrical and electronic equipment (WEEE) (final stage)"
"https://www.gov.uk/government/publications/impact-assessment-opinion-waste-electrical-and-electronic-equipment-weee-system-final-stage","2013-12-11T00:00:00Z","Impact assessment opinion: waste electrical and electronic equipment (WEEE) system (final stage)","<mark>Evaluation</mark> of the BIS impact assessment for the waste electrical and electronic equipment (WEEE) system (final stage)"
"https://www.gov.uk/government/publications/impact-assessment-opinion-marketing-and-use-of-explosives-precursors","2013-12-11T00:00:00Z","Impact assessment opinion: marketing and use of explosives precursors","<mark>Evaluation</mark> of the HO impact assessment for the marketing and use of explosives precursors"
"https://www.gov.uk/government/publications/impact-assessment-opinion-changes-to-the-poisons-act-1972-poisons-rules-1982-poisons-list-1982-and-associated-amendments","2013-12-11T00:00:00Z","Impact assessment opinion: changes to the Poisons Act 1972, Poisons Rules 1982, Poisons list 1982 and associated amendments","<mark>Evaluation</mark> of the HO impact assessment for changes to the Poisons Act 1972, Poisons Rules 1982, Poisons list 1982 and associated amendments"
"https://www.gov.uk/government/publications/impact-assessment-opinion-tackling-illegal-immigration-in-privately-rented-accommodation","2013-12-11T00:00:00Z","Impact assessment opinion: tackling Illegal immigration in privately rented accommodation","<mark>Evaluation</mark> of the HO impact assessment for tackling Illegal immigration in privately rented accommodation"
"https://www.gov.uk/government/publications/impact-assessment-opinion-night-flying-restrictions-at-heathrow-gatwick-and-stanstead-airports","2013-12-11T00:00:00Z","Impact assessment opinion: night flying restrictions at Heathrow, Gatwick and Stanstead airports","<mark>Evaluation</mark> of the DfT impact assessment for night flying restrictions at Heathrow, Gatwick and Stanstead airports"
"https://www.gov.uk/government/publications/impact-assessment-opinion-designation-of-marine-conservation-zones","2013-12-11T00:00:00Z","Impact assessment opinion: designation of Marine Conservation Zones","<mark>Evaluation</mark> of the DEFRA impact assessment for the designation of Marine Conservation Zones"
"https://www.gov.uk/government/publications/universal-credit-pathfinder-evaluation-interim-results-from-the-universal-credit-claimant-survey-wave-1","2013-12-05T10:59:31Z","Universal Credit pathfinder evaluation: interim results from the Universal Credit claimant survey, wave 1","Interim results from the Universal Credit pathfinder <mark>evaluation</mark> claimant survey, wave 1, conducted between August 2013 and October 2013."
"https://www.gov.uk/government/publications/learning-difficultiesdisabilities-supported-internship-evaluation","2013-12-05T09:30:49Z","Learning difficulties/disabilities: supported internship evaluation","Findings from the <mark>evaluation</mark> of the supported internship trial for young learners with learning difficulties and&#x2F;or disabilities."
"https://www.gov.uk/government/publications/relationship-support-trials-for-new-parents-evaluation","2013-12-03T09:30:21Z","Relationship support trials for new parents: evaluation","Report into the relationship support trials that helped new parents by promoting family stability."
"https://www.gov.uk/government/publications/qualitative-evaluation-of-ukces-investment-funds","2013-11-30T00:00:00Z","Qualitative evaluation of UKCES investment funds","Qualitative <mark>evaluation</mark> of the UK Commission for Employment and Skills&#x27; (UKCES) Employer Investment Fund and Growth and Innovation Fund."
"https://www.gov.uk/government/publications/national-minimum-wage-compliance-in-the-social-care-sector","2013-11-29T00:00:00Z","National Minimum Wage: Compliance in the social care sector","An <mark>evaluation</mark> of National Minimum Wage enforcement in the social care sector over the period 1 April 2011 to 31 March 2013.…"
"https://www.gov.uk/government/publications/automatic-enrolment-evaluation-report-2013","2013-11-28T09:42:52Z","Automatic enrolment evaluation report 2013","Automatic enrolment aims to increase workplace pension saving in the UK and forms part of a wider set of pension reforms. "
"https://www.gov.uk/government/publications/the-jobcentre-plus-offer-final-evaluation-report","2013-11-28T09:39:58Z","The Jobcentre Plus Offer: final evaluation report","This research study considered the implementation and delivery of the Jobcentre Plus Offer and the effect of the offer on staff and claimants."
"https://www.gov.uk/government/publications/field-evaluation-of-combined-gauging-weir-and-fish-passes","2013-11-28T00:00:00Z","Field evaluation of combined gauging weir and fish passes","Trials to see if structures that assist upstream movement of fish can be installed alongside devices that measure river flow without affecting reliability of measurements."
"https://www.gov.uk/government/publications/evaluation-of-dfid-s-international-citizens-service-ics-pilot-programme","2013-11-25T16:42:58Z","Evaluation of DFID’s International Citizens' Service (ICS) Pilot Programme","Final project completion review
"
"https://www.gov.uk/government/publications/evaluation-of-livelihoods-and-food-security-trust-fund","2013-11-25T16:42:35Z","Evaluation of livelihoods and food security trust fund","<mark>Evaluation</mark> of livelihoods and food security trust fund."
"https://www.gov.uk/government/publications/evaluation-of-the-school-sanitation-and-village-sanitation-programme","2013-11-25T16:41:40Z","Evaluation of school sanitation and village sanitation programme","<mark>Evaluation</mark> of school sanitation and village sanitation programme"
"https://www.gov.uk/government/publications/evaluation-of-the-social-and-economic-impacts-of-tuungane","2013-11-25T16:40:03Z","Evaluation of the social and economic impacts of Tuungane","<mark>Evaluation</mark> of the social and economic impacts of Tuungane."
"https://www.gov.uk/government/publications/evaluation-of-the-sida-and-dfid-funded-public-policy-information-monitroring-and-advocacy-ppima-project-in-rwanda","2013-11-25T16:39:34Z","Evaluation of the SIDA and DFID funded Public Policy Information, Monitroring and Advocacy (PPIMA) project in Rwanda","<mark>Evaluation</mark> of the SIDA and DFID funded Public Policy Information, Monitroring and Advocacy (PPIMA) project in Rwanda."
"https://www.gov.uk/government/publications/evaluation-of-the-european-union-africa-infrastructure-trust-fund","2013-11-25T16:37:49Z","Evaluation of the European Union Africa Infrastructure Trust Fund","<mark>Evaluation</mark> of the European Union Africa Infrastructure Trust Fund"
"https://www.gov.uk/government/publications/evaluation-of-the-darfur-community-peace-and-stability-fund","2013-11-25T16:36:58Z","Evaluation of the Darfur community peace and stability fund","<mark>Evaluation</mark> of the Darfur community peace and stability fund"
"https://www.gov.uk/government/publications/evaluation-of-the-sustainable-agriculture-research-for-international-development-sarid-programme","2013-11-25T16:35:25Z","Evaluation of the Sustainable Agriculture Research for International Development (SARID) programme","<mark>Evaluation</mark> of the Sustainable Agriculture Research for International Development (SARID) programme."
"https://www.gov.uk/government/publications/evaluation-of-the-pilot-of-domestic-violence-protection-orders","2013-11-25T10:00:00Z","Evaluation of the pilot of Domestic Violence Protection Orders","Domestic Violence Protection Orders are designed to provide immediate protection for victim-survivors of domestic violence."
"https://www.gov.uk/government/publications/process-evaluation-of-the-flexible-criminal-justice-system-pilots","2013-11-25T09:46:25Z","Process evaluation of the flexible criminal justice system pilots","Process <mark>evaluation</mark> of the flexible criminal justice system pilots"
"https://www.gov.uk/government/publications/hmrc-education-and-support-for-the-newly-self-employed","2013-11-18T00:00:00Z","HMRC education and support for the newly self-employed","Research on the education and help HM Revenue and Customs gives to the newly self-employed."
"https://www.gov.uk/government/statistics/alcohol-and-late-night-refreshment-licensing-england-and-wales-31-march-2013","2013-11-14T09:30:00Z","Alcohol and late night refreshment licensing England and Wales 31 March 2013","Statistics on premises licences, club premises certificates, personal licences, 24-hour alcohol licences and late night refreshment licences."
"https://www.gov.uk/government/statistics/mortgage-and-landlord-possession-statistics-july-to-september-2013","2013-11-14T09:30:00Z","Mortgage and landlord possession statistics: July to September 2013","Quarterly National Statistics on possession actions in county courts by mortgage lenders and social and private landlords in England and Wales."
"https://www.gov.uk/government/publications/review-of-making-markets-work-for-the-poor-evaluation-methods-and-approaches","2013-11-11T12:00:23Z","Review of making markets work for the poor: Evaluation methods and approaches","Review of making markets work for the poor: <mark>Evaluation</mark> methods and approaches. Working paper 41."
"https://www.gov.uk/government/publications/standards-and-frameworks-qualitative-evaluation","2013-11-01T09:00:00Z","Standards and frameworks: qualitative evaluation","<mark>Evaluation</mark> of the UK Commission for Employment and Skills (UKCES) qualifications standards and frameworks programme."
"https://www.gov.uk/government/publications/operation-vaken-evaluation-report","2013-10-31T15:05:00Z","Operation Vaken: evaluation report","<mark>Evaluation</mark> of Operation Vaken, a pilot operation which aimed to increase the uptake of voluntary departures."
"https://www.gov.uk/government/publications/automatic-enrolment-qualitative-research-with-large-employers-rr851","2013-10-31T09:30:00Z","Automatic enrolment: Qualitative research with large employers","This is the first official government study of the impact of automatic enrolment since it began and is part of a wider <mark>evaluation</mark> programme."
"https://www.gov.uk/government/publications/impact-of-learning-below-level-2-in-further-education","2013-10-30T12:00:00Z","Impact of learning below level 2 in further education","<mark>Evaluation</mark> of those studying courses below level 2 in further education and what economic impact it had. BIS research paper 150.…"
"https://www.gov.uk/government/publications/future-of-manufacturing","2013-10-30T00:01:00Z","Future of manufacturing: a new era of opportunity and challenge for the UK","Foresight project looking at the long-term picture for the UK manufacturing sector between now and 2050."
"https://www.gov.uk/government/publications/scotland-analysis-security","2013-10-29T10:45:00Z","Scotland analysis: security","<mark>Evaluates</mark> the UK’s approach to identifying and managing threats to its national security, and the implications on these arrangements of a vote for independence."
"https://www.gov.uk/government/publications/chief-medical-officers-annual-report-2012-our-children-deserve-better-prevention-pays","2013-10-24T09:38:00Z","Chief Medical Officer annual report 2012: children and young people’s health","Annual report on children and young people’s health from the Chief Medical Officer (CMO), Professor Dame Sally C Davies."
"https://www.gov.uk/government/publications/impact-assessment-opinion-trade-unions-registers-of-members","2013-10-21T23:00:00Z","Impact assessment opinion: trade unions' registers of members","Red-rated <mark>evaluation</mark> of BIS impact assessment on amendments to the Trade Union and Labour Relations (Consolidation) Act 1992."
"https://www.gov.uk/government/publications/impact-assessment-opinion-biodiversity-offsetting","2013-10-21T23:00:00Z","Impact assessment opinion: biodiversity offsetting","Red-rated <mark>evaluation</mark> of Defra impact assessment of biodiversity offsetting requirements in planning policy"
"https://www.gov.uk/government/publications/ofquals-reliability-research","2013-10-19T08:30:00Z","Ofqual's reliability research","Research to investigate the reliability and validity of results in national tests, public examinations and other qualifications in England."
"https://www.gov.uk/government/publications/pensions-portfolio-communications-tracking-research-july-2013","2013-10-17T23:00:00Z","Pensions portfolio: communications tracking research, July 2013","Findings of research to track attitudes and behaviours in relation to pensions and later life and automatic enrolment, July 2013."
"https://www.gov.uk/government/publications/evaluating-the-impact-of-the-rural-fuel-duty-relief","2013-10-17T23:00:00Z","Evaluating the Impact of the Rural Fuel Duty Relief","Analysis of the impact of the Rural Fuel Duty Relief and whether the price of fuel in the scheme areas has reduced relative to the rest of the UK."
"https://www.gov.uk/government/publications/national-minimum-wage-interim-government-evidence-for-the-2014-low-pay-commission-report","2013-10-17T09:30:00Z","National minimum wage: interim government evidence for the 2014 Low Pay Commission report","Provides the government’s interim economic and non-economic evidence to the Low Pay Commission on national minimum wage policy.

"
"https://www.gov.uk/government/publications/primary-authority-evaluation-fire-safety-pilots","2013-10-15T23:00:00Z","Primary Authority evaluation: fire safety pilots","Compares 2 pilot approaches to the extension of Primary Authority to fire safety."
"https://www.gov.uk/government/publications/paye-real-time-information-pilot-end-of-year-customer-experience","2013-10-13T23:00:00Z","PAYE Real Time Information pilot: end of year customer experience","Research to measure the success of the PAYE Real Time Information pilot."
"https://www.gov.uk/government/publications/citizenship-consolidated-a-survey-of-citizenship-in-schools","2013-10-10T23:00:00Z","Citizenship consolidated? A survey of citizenship in schools","Ofsted survey report <mark>evaluating</mark> the quality of citizenship education in primary and secondary schools."
"https://www.gov.uk/government/publications/jobseekers-allowance-online-digital-trailblazers-phases-2-and-3-evaluation","2013-10-10T09:21:00Z","Jobseeker’s Allowance Online Digital Trailblazers phases 2 and 3: evaluation","This report presents findings from the <mark>evaluation</mark> of the Jobseeker&#x27;s Allowance Online Trailblazers 4 to 8."
"https://www.gov.uk/government/publications/benefit-cap-public-attitudes-before-and-after-its-introduction","2013-10-10T08:30:00Z","Benefit cap: public attitudes before and after its introduction","Findings of public attitudes to the benefit cap and early effects on some claimants who had got additional support before the cap was introduced. "
"https://www.gov.uk/government/publications/evaluation-of-a-new-learning-to-drive-syllabus-and-process","2013-10-09T13:00:00Z","Evaluation of a new learning to drive syllabus and process","Quantitative and qualitative reports <mark>evaluating</mark> the new learning to drive syllabus and process."
"https://www.gov.uk/government/publications/novice-drivers-evidence-review-and-evaluation","2013-10-09T13:00:00Z","Reducing road accidents among young novice drivers","How training, graduated driver licensing and the New Drivers Act could reduce the number of young and inexperienced drivers involved in road accidents."
"https://www.gov.uk/government/publications/peer-support-networks-and-dementia-advisers-evaluation","2013-10-09T10:24:00Z","Peer support networks and dementia advisers: evaluation","The findings of the Healthbridge <mark>evaluation</mark> report into peer support networks and dementia advisers.…"
"https://www.gov.uk/government/publications/further-education-and-skills-reform-plan-new-challenges-new-chances-evaluation","2013-10-08T09:00:02Z","Further education and skills reform plan 'New Challenges, New Chances’: evaluation","Research into the impact of the &#x27;New Challenges, New Chances&#x27; further education and skills reform plan. BIS research paper 140."
"https://www.gov.uk/government/publications/planning-evaluability-assessments","2013-10-07T13:12:36Z","Planning Evaluability Assessments","Planning <mark>Evaluability</mark> Assessments: DFID working paper 40."
"https://www.gov.uk/government/publications/evaluation-of-the-work-experience-placement-trials","2013-10-04T08:45:00Z","Evaluation of the work experience placement trials","An independent <mark>evaluation</mark> of the work experience placement trials between May 2012 and July 2013."
"https://www.gov.uk/government/publications/evaluation-of-the-green-paper-support-contracts","2013-10-04T08:30:00Z","SEND pathfinder programme: green paper support contracts","High-level <mark>evaluation</mark> of green paper support contracts that looks at how the government can improve support for children with SEND."
"https://www.gov.uk/government/publications/ukces-investment-beneficiaries-survey-feasibility-study","2013-09-30T23:00:00Z","UKCES investment beneficiaries: survey feasibility study","Assessing the use of surveys to help <mark>evaluate</mark> the benefits of UKCES investments for employers.…"
"https://www.gov.uk/government/publications/community-learning-trust-pilot-evaluation-report-set-up-stage","2013-09-27T12:37:25Z","Community Learning Trust pilot evaluation report: set up stage","Provides early stage evidence of progress on establishing Community Learning Trust pilots."
"https://www.gov.uk/government/publications/community-learning-trust-pilot-summary-evaluation-report","2013-09-27T12:28:00Z","Community Learning Trust pilot: summary evaluation report","Provides key findings from the Community Learning Trust pilots&#x27; <mark>evaluation</mark>. BIS research paper number 137."
"https://www.gov.uk/government/publications/research-into-the-phase-4-locally-led-delivery-projects-for-raising-the-participation-age","2013-09-26T08:00:00Z","Research into the phase 4 locally-led delivery projects for raising the participation age","Research report on the phase 4 delivery projects for raising the participation age with top tips for local authorities on implementing it."
"https://www.gov.uk/government/publications/european-antibiotic-awareness-day-2012-campaign-evaluation","2013-09-13T10:40:00Z","European Antibiotic Awareness Day 2012 campaign evaluation","The European Antibiotic Awareness Day (EAAD) <mark>evaluation</mark> report shows the success of EAAD activities in 2012"
"https://www.gov.uk/government/publications/evaluation-of-the-local-housing-allowance","2013-09-13T09:27:17Z","Evaluation of the Local Housing Allowance","Independant <mark>evaluation</mark> Local Housing Allowance arrangements."
"https://www.gov.uk/government/publications/evaluation-strategy-programme-partnership-arrangements-ppa-and-global-poverty-action-fund-gpaf","2013-09-06T15:35:51Z","Evaluation strategy: Programme Partnership Arrangements (PPA) and Global Poverty Action Fund (GPAF)","The purpose of this strategy is to provide a clear framework for assessing the performance both of individual grantees and the funding mechanisms overall."
"https://www.gov.uk/government/publications/careers-guidance-in-schools-going-in-the-right-direction","2013-09-05T23:00:00Z","Careers guidance in schools: going in the right direction?","Ofsted survey report looking at the standards of career guidance provision in secondary schools and academies."
"https://www.gov.uk/government/publications/nanoparticles-in-food-methods-to-determine-number-and-size","2013-08-29T23:00:00Z","Nanoparticles in food: methods to determine number and size","An <mark>evaluation</mark> of methods to characterise silica nanoparticles in complex food matrices.…"
"https://www.gov.uk/government/publications/national-careers-service-partnership-delivery-evaluation","2013-08-28T08:30:14Z","National Careers Service partnership delivery: evaluation","<mark>Evaluates</mark> how effectively National Careers Service has delivered careers guidance in partnership with others. BIS research paper number 125."
"https://www.gov.uk/government/statistics/destinations-of-key-stage-4-and-key-stage-5-pupils-2010-to-2011","2013-08-22T09:45:06Z","Destinations of key stage 4 and key stage 5 pupils: 2011","Students in further education, employment and training destinations in the 2010 to 2011 academic year."
"https://www.gov.uk/government/publications/primary-authority-evaluation","2013-08-15T23:00:00Z","Primary Authority evaluation","A review of the effectiveness of Primary Authority."
"https://www.gov.uk/government/publications/national-minimum-wage-impact-on-the-domiciliary-care-sector","2013-08-09T14:49:00Z","National Minimum Wage: impact on the domiciliary care sector. Bessa, Forde, Moore, Stuart","An <mark>evaluation</mark> of the impact of the National Minimum Wage on employee earnings and hours in the domiciliary care sector."
"https://www.gov.uk/government/statistics/automatic-enrolment-opt-out-rates-findings-from-research-with-large-employers","2013-08-08T08:30:12Z","Automatic enrolment opt out rates: findings from research with large employers","This report shows analysis of opt out rates in large employers with automatic enrolment start dates between October 2012 and April 2013. "
"https://www.gov.uk/government/statistics/mortgage-and-landlord-possession-statistics-quarterly-april-to-june-2013","2013-08-08T08:30:00Z","Mortgage and landlord possession statistics: April to June 2013","Quarterly National Statistics on possession actions in county courts by mortgage lenders and social and private landlords in England and Wales."
"https://www.gov.uk/government/publications/national-minimum-wage-low-pay-commission-report-2013","2013-08-07T15:20:00Z","National Minimum Wage: Low Pay Commission report 2013","The Low Pay Commission&#x27;s annual report to government of its <mark>evaluation</mark> of the National Minimum Wage and recommendations for future levels."
"https://www.gov.uk/government/publications/investors-in-people-evaluative-case-studies","2013-07-30T23:00:00Z","Investors in People: evaluative case studies","Findings from 15 <mark>evaluative</mark> case studies of organisations working towards Investors in People (IIP) accreditation."
"https://www.gov.uk/government/publications/a-study-of-patent-thickets","2013-07-30T08:00:00Z","A study of patent thickets","Report analysing whether entry of UK enterprises into patenting in a technology area is affected by patent thickets in the technology area."
"https://www.gov.uk/government/publications/local-authority-led-pilots-a-summary-of-early-learning-from-the-pilots","2013-07-25T08:30:12Z","Local Authority Led Pilots: A summary of early learning from the pilots","Findings from the 13 pilot areas on Universal Credit design and roll-out, since September 2012."
"https://www.gov.uk/government/statistics/initial-teacher-training-performance-profiles-2013-for-the-academic-year-2011-to-2012","2013-07-23T08:30:00Z","ITT performance profiles statistical first release: 2011 to 2012","Figures on number of trainees commencing or completing initial teacher training (ITT) courses leading to qualified teacher status in the academic year 2011 to 2012."
"https://www.gov.uk/government/publications/analytical-summary-probation-staff-views-of-the-skills-for-effective-engagement-development-seed-pilot","2013-07-19T10:31:00Z","Analytical summary: probation staff views of the SEED pilot","This report focuses on practitioners’ views of the Skills for Effective Engagement Development (SEED) training and SEED model."
"https://www.gov.uk/government/publications/london-2012-inspire-programme-participants-survey","2013-07-18T23:00:10Z","London 2012 Inspire programme participants survey","A survey of participants in Inspire projects to ask about their awareness of the Inspire programme and its impact on their views and behaviour"
"https://www.gov.uk/government/publications/london-2012-games-maker-survey","2013-07-18T23:00:10Z","London 2012 Games Maker survey","A summary of a survey of London 2012 Games Makers, assessing the impact of the Olympic and Paralympic Games on volunteers"
