"documents","keywords"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/180887/March_2013_ICAI_Progress_Update-_Evaluation_of_the_Inter-Departmental_Conflict_Pool_P1.pdf","impact, evaluation, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/180913/March_2013_ICAI_Progress_Update_-Health_and_Education_in_India_P1.pdf","impact, evaluation, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/181129/destination_measures_phase_1_evaluation_report.pdf","evaluation, experimental, survey, performance, monitoring, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/182049/13-767-evaluation-of-value-of-tier-4-international-students-to-fe-colleges-and-uk-economy.pdf","evaluation, survey, impact, case study, focus group, interview, monitoring, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/182153/DfE-RB241.pdf","evaluation, impact, case study, interview, focus group, survey, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/182634/DFE-RR016.pdf","evaluation, survey, impact, cost benefit analysis, case study, interview, monitoring, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/183076/DFE-RR123.pdf","evaluation, impact, monitoring, case study, survey, interview, focus group, realist, performance, qca"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/183309/DFE-RR233.pdf","evaluation, impact, survey, interview, performance, randomised control trial, monitoring, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/183384/DfE-RR236.pdf","evaluation, case study, impact, survey, performance, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/183398/DFE-RR237.pdf","impact, evaluation, rct, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/183535/DFE-RR248.pdf","evaluation, survey, impact, monitoring, case study, interview, focus group, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/183824/defra-stats-foodfarm-environ-obs-research-setaside-farmenviroment-cfeevidencesummfeb2013-130214.pdf","performance, monitoring, evaluation, impact, survey, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/183937/defra-stats-foodfarm-environ-obs-research-setaside-farmenviroment-ELSinCFEjan13-130214.pdf","impact, monitoring, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/183938/defra-stats-foodfarm-environ-obs-research-setaside-farmenviroment-Feracfe2012final-130214.pdf","monitoring, survey, interview, evaluation, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/183939/defra-stats-foodfarm-environ-obs-research-setaside-farmenviroment-Feracfe2011fullfinal-130214.pdf","monitoring, survey, interview, impact, evaluation, rct"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/183940/defra-stats-foodfarm-environ-obs-research-setaside-farmenviroment-Feracfe2010fullfinal-130214-.pdf","monitoring, survey, interview, impact, evaluation, rct"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/184018/DFE-RR232_Report.pdf","evaluation, impact, case study, monitoring, survey, focus group"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/184174/DFE-RB263.pdf","performance, impact, survey, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186771/rrep572.pdf","evaluation, impact, interview, performance, survey, focus group, case study, monitoring, consultative"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186772/572summ.pdf","evaluation, impact, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186773/rrep573.pdf","evaluation, interview, survey, experimental, impact, cost benefit analysis, monitoring, case study, systematic review, performance, cost effectiveness analysis"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186774/573summ.pdf","evaluation, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186775/WP53.pdf","evaluation, interview, impact, performance, survey, focus group, case study, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186776/rrep554.pdf","evaluation, impact, interview, performance, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186777/554summ.pdf","evaluation, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186778/rrep571.pdf","evaluation, consultative, impact, performance, case study, monitoring, interview, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186837/gateshead-safety-works.pdf","realist, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186841/gloucs-village-agents.pdf","evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186842/gloucs-evaluation-report.pdf","evaluation, impact, monitoring, survey, focus group, realist, performance, case study, cost benefit analysis, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186843/Gloucs-evaluation-summary.pdf","focus group, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186857/lancashire-access-to-information.pdf","realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186860/lancashire-evaluation.pdf","evaluation, survey, interview, performance, monitoring, impact, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186864/leeds-linkage-plus-summary-report.pdf","evaluation, impact, focus group, survey, interview, realist, monitoring, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186865/leeds-stap-evaluation.pdf","evaluation, interview, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186875/linkageplus-notts-50plus-website.pdf","monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186876/linkageplus-notts-activity-friends.pdf","case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186877/linkageplus-notts-approved-traders.pdf","evaluation, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186879/linkageplus-notts-community-outreach-advisors.pdf","monitoring, case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186880/linkageplus-notts-first-contact.pdf","case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186882/linkageplus-notts-handy-person-services.pdf","impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186883/linkageplus-notts-it-champions.pdf","case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186884/linkageplus-notts-preventative-adaption-schemes.pdf","case study, monitoring, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186887/linkageplus-notts-shopping-scheme.pdf","case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186888/linkageplus-notts-transport-voucher-scheme.pdf","impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186889/linkageplus-notts-evaluation.pdf","evaluation, performance, interview, monitoring, case study, survey, impact, qca"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186895/salford-healthy-hips-hearts.pdf","impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186896/salford-housing-choice.pdf","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186897/salford-increasing-physical-activity.pdf","impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186899/salford-one-stop-shop.pdf","impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186900/salford-evaluation-report.pdf","evaluation, impact, focus group, interview, performance, survey, realist, cost benefit analysis, experimental, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186904/tower-hamlets-globe-mohila-womens-group.pdf","monitoring, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186905/tower-hamlets-health-wellbeing-somali-women.pdf","evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/186909/tower-hamlets-evaluation.pdf","evaluation, interview, impact, focus group, monitoring, performance, case study, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/187015/GoodLaw_report_8April_AP.pdf","impact, performance, survey, interview, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/187059/ICAI-Conflict-pool-progress-sept2012.pdf","impact, evaluation, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/187557/ICAI-UNDP-electoral-support-progress-sept12.pdf","impact, evaluation, performance, survey, monitoring, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/187574/ICAI-india-health-education-progress-sept2012.pdf","impact, evaluation, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/189969/ICAI-Anti-corruption-progress-March12.pdf","impact, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/190158/ConfirmationEvaluationSummaryPolicyImplicationsFINALreformatted.pdf","evaluation, impact, interview, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/190558/ConfirmationEvaluationFINALreformatted.pdf","evaluation, impact, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/190980/DFE-RR280.pdf","evaluation, survey, impact, interview, focus group, monitoring, rct, realist, systematic review, performance, propensity score matching"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/190997/DFE-RR271A.pdf","survey, evaluation, impact, monitoring, interview, performance, case study, focus group"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/191002/DfE-RR270.pdf","evaluation, impact, performance, interview, realist, survey, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/191007/DFE-RR260.pdf","evaluation, survey, interview, impact, cost benefit analysis, performance, monitoring, systematic review"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/191834/Taking_Part_Oct_11_-_Sep_12_Supplementary_Child_Report_Metadata.pdf","survey, interview, impact, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/191967/Taking_Part_2011Q4_12Q3_Supplementary_Child_Report.pdf","survey, interview, impact, performance, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/192041/Evaluation_of_the_Physical_Activity_Care_Pathway_London_Feasibility_Pilot_-_Report.pdf","evaluation, focus group, interview, survey, impact, systematic review, experimental, realist, monitoring, randomised control trial, rct"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/192042/Evaluation_of_the_Physical_Activity_Care_Pathway_London_Feasibility_Pilot_-_Executive_Summary.pdf","evaluation, interview, focus group, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/192339/hwwb-working-for-a-healthier-tomorrow.pdf","impact, performance, evaluation, monitoring, survey, focus group, case study, realist, systematic review, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/192413/uk-h2-mobility-phase-1-results-synopsis.pdf","impact, evaluation, performance, focus group, interview, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/192440/13-799-uk-h2-mobility-phase-1-results.pdf","realist, evaluation, interview, impact, performance, focus group, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/193087/pensions-later-life-communications-research-march-2012.pdf","evaluation, survey, impact, performance, interview, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/193254/DFE-RR176.pdf","evaluation, impact, case study, survey, interview, monitoring, focus group, performance, realist, qca"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/193255/DFE-RB176.pdf","evaluation, impact, survey, interview, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/193323/rrep821.pdf","evaluation, performance, impact, interview, realist evaluation, focus group, survey, case study, monitoring, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/193324/821summ.pdf","evaluation, interview, impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/193325/rrep821techannex.pdf","evaluation, interview, impact, performance, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/193327/rrep822.pdf","survey, evaluation, interview, case study, realist, impact, monitoring, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/193328/822summ.pdf","survey, evaluation, impact, interview, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/193330/rrep823.pdf","evaluation, interview, survey, impact, case study, performance, focus group, monitoring, qca"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/193331/823summ.pdf","evaluation, interview, case study, survey, focus group, impact, performance, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/193333/rrep824.pdf","evaluation, survey, impact, monitoring, interview, randomised control trial, realist, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/193334/824summ.pdf","evaluation, survey, randomised control trial, impact, interview, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/193336/rrep816.pdf","evaluation, monitoring, impact, experimental, rct, randomised control trial, theory based, interview, survey, quasi experimental, case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/193337/816summ.pdf","evaluation, experimental, impact, interview, theory based"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/193342/rrep814.pdf","evaluation, impact, interview, survey, case study, monitoring, realist, performance, focus group"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/193343/814summ.pdf","evaluation, survey, performance, interview, case study, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/193390/rrep811.pdf","monitoring, impact, interview, survey, focus group, evaluation, performance, case study, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/193391/811summ.pdf","impact, interview, survey, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/193436/rrep807.pdf","evaluation, survey, case study, monitoring, impact, interview, performance, realist, consultative"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/193437/807summ.pdf","evaluation, survey, interview, case study, performance, impact, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/193451/rrep804.pdf","survey, interview, impact, monitoring, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/193452/804summ.pdf","survey, interview, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/193945/bis-13-857-evaluating-changes-in-bank-lending-to-uk-smes-2001-12.pdf","survey, performance, impact, monitoring, interview, evaluation, instrumental variables"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/194228/rrep828.pdf","evaluation, survey, interview, impact, case study, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/194229/828summ.pdf","evaluation, impact, survey, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/195039/DFE-RB256_2_.pdf","evaluation, case study, impact, cost benefit analysis"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/197198/DFE-RR271B.pdf","evaluation, impact, survey, interview, monitoring, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/197443/mortgage-landlord-possession-q1-13.pdf","monitoring, evaluation, survey, impact, simulation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/197481/evaluation-anticorruption-Bangladesh.pdf","evaluation, monitoring, impact, survey, consultative, interview, performance, case study, realist, experimental, focus group"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/197482/evaluation-paris-declaration.pdf","evaluation, interview, monitoring, performance, survey, impact, realist, experimental, consultative, contribution analysis, case study, theory based, focus group, realist evaluation, rct"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/197483/evaluation-support-anticorruption-vietnam.pdf","evaluation, monitoring, survey, interview, impact, performance, case study, consultative, realist, focus group"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/197484/evaluation-support-anticorruption-zambia.pdf","evaluation, monitoring, survey, performance, interview, impact, realist, case study, focus group, consultative"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/197523/DFE-RB233_Research_brief.pdf","evaluation, impact, interview, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/197537/DFE-RB232_Brief.pdf","evaluation, case study, monitoring, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/197538/DFE-RR232b_report.pdf","evaluation, impact, survey, case study, monitoring, interview, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/197539/DFE-RR232a_technical_annex.pdf","evaluation, survey, impact, monitoring, case study, focus group, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/197696/DfE-RR236b.pdf","evaluation, survey, impact, case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/197697/DFE-RB236.pdf","evaluation, survey, case study, impact, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/197710/rrep832.pdf","evaluation, performance, impact, survey, interview, monitoring, case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/197712/832summ.pdf","evaluation, performance, interview, survey, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/197848/12-1279-exploratory-evaluation-of-next-step-service-updated-reduced.pdf","evaluation, propensity score matching, performance, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/197860/man-response-elect-support-undp.pdf","impact, evaluation, performance, survey, monitoring, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/198000/DFE-RB016.pdf","evaluation, survey, case study, cost benefit analysis, impact, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/198090/year-one-local-justice-reinvestment-pilot.pdf","evaluation, impact, performance, interview, focus group, case study, monitoring, cost benefit analysis"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/198994/DFE-RR286A.pdf","evaluation, impact, survey, interview, performance, case study, systematic review, cost effectiveness analysis"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/198995/DFE-RR286B.pdf","evaluation, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/199046/ihr15.pdf","evaluation, impact, interview, difference in difference, survey, monitoring, randomised control trial, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/199047/WP118.pdf","survey, interview, evaluation, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/199777/Public-sector-gov-reform-eval-summary.pdf","evaluation, monitoring, impact, interview, performance, case study, realist, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/199962/horr70.pdf","evaluation, interview, impact, performance, focus group, survey, monitoring, synthetic control"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/200000/DFE-RR287.pdf","performance, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/200877/ICAI-recom-support-Health-Education-India.pdf","impact, evaluation, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/203069/834summ.pdf","survey, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/203070/rrep834_pt1.pdf","survey, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/203071/rrep834_pt2.pdf","survey, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/203072/rrep834_pt3.pdf","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/203073/rrep834_pt4.pdf","impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/203074/rrep834_pt5.pdf","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/203075/rrep834_pt6.pdf","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/203076/rrep834_pt7.pdf","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/203077/rrep834_pt8.pdf","survey, impact, interview, monitoring, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/203100/838summ.pdf","monitoring, impact, interview, case study, survey, evaluation, focus group"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/203101/rrep838_pt0.pdf","monitoring, impact, interview, case study, survey, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/203102/rrep838_pt1.pdf","monitoring, impact, evaluation, interview, case study, survey, focus group"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/203103/rrep838_pt2.pdf","monitoring, impact, evaluation, survey, case study, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/203104/rrep838_pt3.pdf","monitoring, impact, evaluation, survey, case study, interview, regression discontinuity"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/203105/rrep838_pt4.pdf","monitoring, impact, interview, evaluation, survey, case study, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/203106/rrep838_pt5.pdf","monitoring, impact, interview, evaluation, survey, case study, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/203107/rrep838_pt6.pdf","monitoring, impact, evaluation, survey, case study, interview, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/203108/rrep838_pt7.pdf","monitoring, impact, interview, evaluation, case study, focus group"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/203149/rrep839.pdf","evaluation, interview, survey, focus group, impact, realist, monitoring, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/203150/839summ.pdf","evaluation, survey, interview, impact, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/203301/EDDI-mid-term-evaluation.pdf","evaluation, survey, impact, realist, performance, monitoring, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/203309/EDDI-mid-term-eval-management-response.pdf","evaluation, impact, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/203895/pensions-later-life-communications-research-november-2012.pdf","survey, interview, impact, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/204084/hvst-trial-annual-report-2012.pdf","evaluation, impact, survey, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/204624/WFP-livelihoods-prog-Karamoja-Uganda.pdf","evaluation, survey, focus group, interview, impact, performance, monitoring, realist, case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/204625/WFP-livelihoods-prog-Karamoja-Uganda-man-response.pdf","evaluation, impact, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/204627/Facility-new-market-development-strengthen-private-sector-palestine.pdf","evaluation, impact, survey, performance, monitoring, interview, realist, cost effectiveness analysis, case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/204628/Facility-new-market-development-strengthen-private-sector-palestine-man-response.pdf","evaluation, impact, performance, monitoring, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/204632/Cross-programme-gender-evaluation.pdf","evaluation, monitoring, impact, interview, performance, survey, focus group"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/204633/evaluation-cross-programme-gender-DFID-management-response.pdf","evaluation, impact, monitoring, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/204642/Evaluation-integrated-emergency-response-projectII-Yemen2011-2012.pdf","evaluation, performance, interview, monitoring, impact, survey, consultative, focus group, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/204643/Evaluation-integrated-emergency-response-projectII-Yemen2011-2012-man-response.pdf","evaluation, performance, realist, impact, monitoring, interview, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/204654/Evaluation-UNICEF-village-school-sanitation.pdf","evaluation, monitoring, survey, interview, focus group, performance, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/204659/Evaluation-sustainable-agricultural-research-SARID.pdf","evaluation, impact, case study, survey, performance, interview, monitoring, consultative, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/204665/Livelihoods-food-security-trust-fund.pdf","evaluation, survey, impact, focus group, interview, monitoring, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/204833/Evaluation-SIDA-DFID-Public-Policy-Information-Monitoring-Advocacy-Rwanda.pdf","evaluation, monitoring, impact, performance, survey, interview, realist, consultative, case study, focus group"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/204839/Evaluation-support-public-finance-management-reform-Rwanda.pdf","evaluation, impact, interview, performance, monitoring, survey, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/204862/Response-evaluation-support-public-finance-management-reform-Rwanda.pdf","evaluation, realist, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/204873/Evaluation-Darfur-community-peace-stability.pdf","impact, evaluation, monitoring, interview, focus group, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/204884/Evaluation-three-diseases-fund-and-management-response.pdf","evaluation, impact, performance, survey, monitoring, interview, cost effectiveness analysis, systematic review"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/204893/Evaluation-delivery-one.pdf","evaluation, performance, monitoring, impact, systematic review, survey, interview, focus group, realist, case study, consultative"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/204923/Evaluation-European-Union-Infrastructure-Trust-Fund.pdf","evaluation, monitoring, impact, interview, case study, performance, realist, focus group"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/205162/mhc-process-evaluation.pdf","evaluation, interview, impact, performance, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/205163/mhc-feasibility-study-imapct-evaluation.pdf","impact, evaluation, randomised control trial, rct, interview, realist, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/205164/focus-on-resettlement.pdf","randomised control trial, evaluation, rct, monitoring, survey, impact, interview, case study, performance, experimental, realist, focus group"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/205165/fine-payment-work-process-study-8-10.pdf","evaluation, interview, impact, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/205166/evaluation-women-specific-condition-pilot.pdf","evaluation, performance, interview, impact, monitoring, realist, case study, cost benefit analysis, rapid evidence assessment"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/205167/effective-bail-scheme.pdf","monitoring"
